iter	Logloss
537	0.1854268707
538	0.1853875534
539	0.1853418442
540	0.18528853
541	0.1852589157
542	0.1852311325
543	0.1851954498
544	0.1851896637
545	0.1851098862
546	0.1850779755
547	0.1850744873
548	0.1850523468
549	0.1850117172
550	0.1849476501
551	0.1849084122
552	0.1848602356
553	0.1848366257
554	0.1847932892
555	0.1847367401
556	0.1846503876
557	0.1846215942
558	0.1845593521
559	0.1845138611
560	0.1844717972
561	0.1844413223
562	0.1843744675
563	0.1843366119
564	0.1843035065
565	0.1842810593
566	0.1842366089
567	0.1841835968
568	0.1841523254
569	0.1840856567
570	0.1840459885
571	0.1840046875
572	0.1839768814
573	0.1839213486
574	0.1838721863
575	0.183817691
576	0.1837969757
577	0.1837688065
578	0.1837221786
579	0.1836875916
580	0.1836576691
581	0.1836249924
582	0.1835888153
583	0.1835303268
584	0.1835056931
585	0.183475087
586	0.1834495285
587	0.183394075
588	0.1833524536
589	0.183313205
590	0.1832654831
591	0.1832265366
592	0.1831662155
593	0.1830975204
594	0.1830522476
595	0.1830273743
596	0.1829980804
597	0.1829144836
598	0.1828907227
599	0.18284823
600	0.1828141754
601	0.182761261
602	0.1827307541
603	0.1826790085
604	0.182653241
605	0.1825968811
606	0.1825776276
607	0.1825379501
608	0.1825042297
609	0.1824838348
610	0.1824342422
611	0.1824133377
612	0.1823675934
613	0.1823220367
614	0.1822764694
615	0.1822325958
616	0.1821996872
617	0.1821777328
618	0.1821158737
619	0.18208452
620	0.1820317062
621	0.1820073837
622	0.1819777283
623	0.1819195923
624	0.1818872406
625	0.1818558395
626	0.1818051392
627	0.1817459702
628	0.1817145538
629	0.1816664078
630	0.1816373749
631	0.1816049545
632	0.1815440506
633	0.1814864532
634	0.1814387497
635	0.1814359909
636	0.1813756531
637	0.1813009262
638	0.1812677673
639	0.1812368744
640	0.1811903976
641	0.1811469116
642	0.1811228836
643	0.1810732315
644	0.1810250351
645	0.1809949432
646	0.180958403
647	0.180900061
648	0.1808617401
649	0.1808228867
650	0.1807979309
651	0.180750853
652	0.1807439682
653	0.1806945114
654	0.1806558395
655	0.1806002289
656	0.1805456421
657	0.1805117065
658	0.1804772934
659	0.180424324
660	0.1803674362
661	0.1803149979
662	0.1802796707
663	0.1802559433
664	0.1802300766
665	0.1802092316
666	0.1801671753
667	0.1801185455
668	0.1800730621
669	0.180046701
670	0.1800021454
671	0.1799544556
672	0.179902774
673	0.1798822449
674	0.1798769073
675	0.1798518204
676	0.1798014786
677	0.1797750351
678	0.179721936
679	0.1796734802
680	0.1796391266
681	0.1796046951
682	0.1795987289
683	0.1795722824
684	0.1795546646
685	0.179471785
686	0.1794375122
687	0.1793965759
688	0.1793683716
689	0.1793308334
690	0.1792817062
691	0.179240036
692	0.1792031601
693	0.1791536957
694	0.1791422775
695	0.1790961304
696	0.1790549622
697	0.1790082794
698	0.178971489
699	0.1789369629
700	0.1788899231
701	0.1788380707
702	0.1787827393
703	0.1787252106
704	0.1786757629
705	0.1785916626
706	0.1785423386
707	0.1785001465
708	0.1784451523
709	0.1784089264
710	0.178341188
711	0.1782864639
712	0.1782808273
713	0.1782210526
714	0.1781789627
715	0.1781601334
716	0.1781176941
717	0.1780708771
718	0.1780479614
719	0.1779959793
720	0.1779496048
721	0.1779047348
722	0.1778525665
723	0.1778137436
724	0.1777447983
725	0.1776918777
726	0.177649295
727	0.1776145279
728	0.1775954376
729	0.1775620621
730	0.1775169144
731	0.1774509262
732	0.1774078857
733	0.1773740768
734	0.1773320465
735	0.1772926926
736	0.177238765
737	0.1772044434
738	0.1771629639
739	0.1771437592
740	0.1770915314
741	0.1770615723
742	0.1770180847
743	0.1769898956
744	0.1769705963
745	0.1769218704
746	0.1768844788
747	0.176853125
748	0.1768280975
749	0.1767860992
750	0.1767525909
751	0.1767087616
752	0.1766786209
753	0.176654274
754	0.1766119019
755	0.1765436569
756	0.1764875031
757	0.1764530167
758	0.1764262299
759	0.1763954391
760	0.1763514557
761	0.1763207321
762	0.1762685486
763	0.1762654358
764	0.1762182755
765	0.1761942657
766	0.1761480591
767	0.1761286636
768	0.1760998901
769	0.1760586212
770	0.1760050064
771	0.1759464066
772	0.1759193649
773	0.1758789764
774	0.175833963
775	0.175806395
776	0.1757900223
777	0.1757337448
778	0.1756868805
779	0.175627095
780	0.175605629
781	0.1755535568
782	0.1754914047
783	0.175464035
784	0.1754151917
785	0.1753676193
786	0.1753129364
787	0.1752945358
788	0.1752567398
789	0.1752260437
790	0.175208577
791	0.1751821014
792	0.1751230591
793	0.1750783966
794	0.1750324799
795	0.1750052673
796	0.1749687958
797	0.1749339828
798	0.1748981201
799	0.1748649277
800	0.1748466019
801	0.1747994202
802	0.1747632248
803	0.1747259613
804	0.1747196426
805	0.1746891998
806	0.1746612686
807	0.174641066
808	0.174611673
809	0.1745738144
810	0.1745537201
811	0.1745353424
812	0.1744944336
813	0.1744533707
814	0.1744185135
815	0.1743827896
816	0.1743271744
817	0.1742931595
818	0.1742684326
819	0.1742390457
820	0.174201387
821	0.1741780838
822	0.1741441498
823	0.1741163284
824	0.1740993729
825	0.1740716232
826	0.1740230576
827	0.1739772278
828	0.1739266724
829	0.173885614
830	0.1738433701
831	0.173834906
832	0.1738060822
833	0.173784819
834	0.1737596832
835	0.1737264786
836	0.1737078888
837	0.1736804062
838	0.1736571991
839	0.173632402
840	0.1736172028
841	0.1735913193
842	0.173574321
843	0.1735322433
844	0.1735100845
845	0.1734658417
846	0.1734419693
847	0.1734131714
848	0.1733729431
849	0.1733584946
850	0.1733210312
851	0.1732997467
852	0.173274617
853	0.1732181107
854	0.1731963669
855	0.1731484909
856	0.173117923
857	0.1730940796
858	0.1730440018
859	0.1729823257
860	0.1729339569
861	0.1728865372
862	0.1728488754
863	0.1728347824
864	0.1727909531
865	0.1727668289
866	0.1727193298
867	0.1726923187
868	0.1726621017
869	0.1726457184
870	0.1726040283
871	0.1725439743
872	0.1725121582
873	0.1724773148
874	0.1724309433
875	0.1723816849
876	0.1723388107
877	0.1723085007
878	0.1722849319
879	0.1722527084
880	0.1722253052
881	0.1722025604
882	0.1721673187
883	0.1721391098
884	0.1721217224
885	0.1721000656
886	0.1720784683
887	0.1720443954
888	0.1720285873
889	0.1720265213
890	0.1719910721
891	0.1719695526
892	0.1719498322
893	0.1719191864
894	0.1718832275
895	0.1718499924
896	0.1718190567
897	0.1717827942
898	0.1717688919
899	0.1717517792
900	0.1717094452
901	0.1716818741
902	0.1716220169
903	0.1715813507
904	0.1715312119
905	0.1715099991
906	0.1714579849
907	0.1714286621
908	0.1713767868
909	0.1713235626
910	0.1712920639
911	0.1712762451
912	0.1712402802
913	0.1711898544
914	0.1711591934
915	0.1711260391
916	0.1710967346
917	0.1710575134
918	0.1710456604
919	0.1710278702
920	0.1710074081
921	0.170983165
922	0.1709310959
923	0.1708838257
924	0.1708754654
925	0.1708409363
926	0.1708234009
927	0.1707744003
928	0.170755748
929	0.1707162384
930	0.1706972946
931	0.1706517807
932	0.1706231628
933	0.170586058
934	0.1705404663
935	0.170520018
936	0.1704508347
937	0.1704030151
938	0.1703812881
939	0.1703628036
940	0.1703312561
941	0.1703126907
942	0.1702735809
943	0.1702345734
944	0.1701895676
945	0.170160965
946	0.1701117233
947	0.1700861832
948	0.1700416229
949	0.1700181808
950	0.1699965363
951	0.1699771683
952	0.1699676117
953	0.1699042191
954	0.1698643188
955	0.1698230301
956	0.1697945877
957	0.1697875488
958	0.1697439331
959	0.1696927856
960	0.1696581223
961	0.1696333023
962	0.169598558
963	0.1695630341
964	0.169506781
965	0.1694703613
966	0.1694265121
967	0.1694004639
968	0.169352002
969	0.1693095627
970	0.1692766937
971	0.1692378769
972	0.169215361
973	0.1691864365
974	0.1691698868
975	0.1691510513
976	0.1691198792
977	0.1690728729
978	0.1690243317
979	0.1690054672
980	0.1689851486
981	0.1689502777
982	0.168942337
983	0.1689227844
984	0.1688884354
985	0.1688697266
986	0.1688439362
987	0.1688209442
988	0.1687902924
989	0.1687557739
990	0.1687109314
991	0.1686807083
992	0.1686558426
993	0.1686334595
994	0.1685970505
995	0.1685684235
996	0.1685470566
997	0.1685284119
998	0.1685117813
999	0.1684910339
